,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_year,composite_performance_score
7646,7646,Gorgui Dieng,MIN,24.0,210.82,107.954896,Louisville,Senegal,2013,1,21,60,4.8,5.0,0.7,0.0,0.134,0.261,0.17,0.534,0.076,2013-14,2013,0.2746097383133583
7653,7653,Glen Rice,WAS,23.0,198.12,93.439952,Georgia Tech,USA,2013,2,35,11,2.9,1.8,0.6,0.0,0.036,0.17,0.19,0.3989999999999999,0.1009999999999999,2013-14,2013,0.20173096545900324
7664,7664,Erik Murphy,CHI,23.0,208.28,104.32616,Florida,USA,2013,2,49,24,0.3,0.3,0.1,0.0,0.0289999999999999,0.111,0.114,0.231,0.065,2013-14,2013,0.09336477056223523
7672,7672,Jamaal Franklin,MEM,22.0,195.58,86.636072,San Diego State,USA,2013,2,41,21,1.9,1.1,0.3,4.8,0.0289999999999999,0.138,0.142,0.489,0.053,2013-14,2013,0.18520467691935194
7734,7734,Jeff Withey,NOP,24.0,213.36,106.59412,Kansas,USA,2013,2,39,58,3.3,2.6,0.4,2.1,0.085,0.1669999999999999,0.121,0.59,0.057,2013-14,2013,0.21773883643439199
7751,7751,CJ McCollum,POR,22.0,193.04,90.7184,Lehigh,USA,2013,1,10,38,5.3,1.3,0.7,0.0,0.016,0.094,0.205,0.521,0.089,2013-14,2013,0.23929448397054584
7757,7757,Carrick Felix,CLE,23.0,198.12,91.171992,Arizona State,USA,2013,2,33,7,2.7,0.9,0.6,4.7,0.037,0.135,0.221,0.603,0.143,2013-14,2013,0.24553807388961987
7771,7771,Andre Roberson,OKC,22.0,200.66,95.25432,Colorado,USA,2013,1,26,40,1.9,2.4,0.4,6.7,0.1119999999999999,0.155,0.103,0.518,0.051,2013-14,2013,0.19834419087490063
7779,7779,Anthony Bennett,CLE,21.0,203.2,117.480328,Nevada-Las Vegas,Canada,2013,1,1,52,4.2,3.0,0.3,0.0,0.077,0.186,0.198,0.425,0.043,2013-14,2013,0.22923372373936388
7783,7783,Archie Goodwin,PHX,19.0,195.58,89.811216,Kentucky,USA,2013,1,29,52,3.7,1.7,0.4,0.0,0.051,0.121,0.192,0.507,0.061,2013-14,2013,0.21976229110535095
7792,7792,Ben McLemore,SAC,21.0,195.58,88.45044,Kansas,USA,2013,1,7,82,8.8,2.9,1.0,0.0,0.027,0.0969999999999999,0.168,0.485,0.0579999999999999,2013-14,2013,0.2710585276936334
7835,7835,Cody Zeller,CHA,21.0,213.36,108.86208,Indiana,USA,2013,1,4,82,6.0,4.3,1.1,0.0,0.093,0.185,0.182,0.498,0.106,2013-14,2013,0.2808508739871056
7864,7864,Ryan Kelly,LAL,23.0,210.82,104.32616,Duke,USA,2013,2,48,59,8.0,3.7,1.6,0.0,0.035,0.145,0.159,0.5479999999999999,0.104,2013-14,2013,0.29464982331371276
7871,7871,Shabazz Muhammad,MIN,21.0,198.12,100.697424,UCLA,USA,2013,1,14,37,3.9,1.4,0.2,0.0,0.088,0.104,0.2319999999999999,0.505,0.038,2013-14,2013,0.2297876632670366
7874,7874,Shane Larkin,DAL,21.0,180.34,79.83219199999998,Miami (FL),USA,2013,1,18,48,2.8,0.9,1.5,5.2,0.025,0.078,0.173,0.446,0.208,2013-14,2013,0.22050106257710023
7881,7881,Solomon Hill,IND,23.0,200.66,102.0582,Arizona,USA,2013,1,23,28,1.7,1.5,0.4,2.1,0.045,0.153,0.114,0.545,0.078,2013-14,2013,0.18093714095648752
7895,7895,Ray McCallum,SAC,23.0,190.5,86.18248,Detroit Mercy,USA,2013,2,36,45,6.2,1.8,2.7,0.0,0.022,0.079,0.179,0.439,0.216,2013-14,2013,0.2688566204771084
7897,7897,Reggie Bullock,LAC,23.0,200.66,92.98636,North Carolina,USA,2013,1,25,43,2.7,1.3,0.3,0.0,0.03,0.113,0.154,0.46,0.049,2013-14,2013,0.18141660155689077
7902,7902,Ricky Ledo,DAL,21.0,200.66,88.45044,Providence,USA,2013,2,43,11,1.7,0.2,0.2,13.8,0.0,0.061,0.293,0.506,0.1,2013-14,2013,0.2606476271525564
7927,7927,Victor Oladipo,ORL,22.0,193.04,97.52228,Indiana,USA,2013,1,2,80,13.8,4.1,4.1,0.0,0.02,0.129,0.243,0.514,0.225,2013-14,2013,0.4222515218832819
7940,7940,Trey Burke,UTA,21.0,185.42,86.18248,Michigan,USA,2013,1,9,70,12.8,3.0,5.7,0.0,0.018,0.09,0.2189999999999999,0.473,0.28,2013-14,2013,0.4151765927789351
7947,7947,Steven Adams,OKC,20.0,213.36,115.66596,Pittsburgh,New Zealand,2013,1,12,81,3.3,4.1,0.5,3.8,0.142,0.178,0.1159999999999999,0.541,0.05,2013-14,2013,0.23549278654002478
7957,7957,Tim Hardaway Jr.,NYK,22.0,198.12,92.98636,Michigan,USA,2013,1,24,81,10.2,1.5,0.8,0.0,0.012,0.066,0.192,0.5539999999999999,0.059,2013-14,2013,0.27845474533984094
7963,7963,Tony Mitchell,DET,22.0,203.2,106.59412,North Texas,USA,2013,2,37,21,1.0,1.2,0.1,2.6,0.174,0.177,0.132,0.54,0.04,2013-14,2013,0.17401546333524545
7965,7965,Tony Snell,CHI,22.0,200.66,90.7184,New Mexico,USA,2013,1,20,77,4.5,1.6,0.9,0.0,0.018,0.095,0.151,0.489,0.095,2013-14,2013,0.21368969191964146
7971,7971,Peyton Siva,DET,23.0,182.88,83.91452,Louisville,USA,2013,2,56,24,2.3,0.6,1.4,0.0,0.009,0.065,0.165,0.425,0.258,2013-14,2013,0.19009463698918286
7979,7979,Lorenzo Brown,PHI,23.0,195.58,88.45044,North Carolina State,USA,2013,2,52,26,2.5,1.1,1.6,0.0,0.036,0.099,0.1989999999999999,0.349,0.281,2013-14,2013,0.20519444667349637
8005,8005,Kelly Olynyk,BOS,23.0,213.36,107.954896,Gonzaga,Canada,2013,1,13,70,8.7,5.2,1.6,0.0,0.1119999999999999,0.187,0.205,0.546,0.123,2013-14,2013,0.3400181371442237
8011,8011,Kentavious Caldwell-Pope,DET,21.0,195.58,92.98636,Georgia,USA,2013,1,8,80,5.9,2.0,0.7,0.0,0.024,0.086,0.138,0.483,0.05,2013-14,2013,0.21869525975972168
8046,8046,Otto Porter Jr.,WAS,21.0,203.2,89.811216,Georgetown,USA,2013,1,3,37,2.1,1.5,0.3,0.0,0.076,0.145,0.152,0.405,0.051,2013-14,2013,0.170490216606448
8058,8058,Nate Wolters,MIL,23.0,193.04,86.18248,South Dakota State,USA,2013,2,38,58,7.2,2.6,3.2,0.0,0.0279999999999999,0.102,0.1669999999999999,0.486,0.2269999999999999,2013-14,2013,0.29941422870762
8061,8061,Mason Plumlee,BKN,24.0,210.82,106.59412,Duke,USA,2013,1,22,70,7.4,4.4,0.9,0.0,0.094,0.1989999999999999,0.172,0.67,0.0819999999999999,2013-14,2013,0.3108223137124032
8070,8070,Michael Carter-Williams,PHI,22.0,198.12,83.91452,Syracuse,USA,2013,1,11,70,16.7,6.2,6.3,0.0,0.043,0.158,0.256,0.48,0.292,2013-14,2013,0.5166513919560319
8077,8077,Mike Muscala,ATL,22.0,210.82,108.408488,Bucknell,USA,2013,2,44,20,3.8,2.6,0.4,0.0,0.089,0.206,0.192,0.48,0.0579999999999999,2013-14,2013,0.22884722967204305
8099,8099,Alex Len,PHX,21.0,215.9,115.66596,Maryland,Ukraine,2013,1,5,42,2.0,2.4,0.1,0.0,0.118,0.1939999999999999,0.14,0.469,0.017,2013-14,2013,0.18325364898990493
8102,8102,Allen Crabbe,POR,22.0,198.12,95.25432,California,USA,2013,2,31,15,2.2,0.6,0.4,1.9,0.011,0.087,0.163,0.475,0.088,2013-14,2013,0.18137138198295508
8122,8122,PJ Hairston,CHA,22.0,198.12,104.32616,North Carolina,USA,2014,1,26,45,5.6,2.0,0.5,0.0,0.032,0.1169999999999999,0.196,0.446,0.051,2014-15,2014,0.231605839424756
8129,8129,Noah Vonleh,CHA,19.0,208.28,108.86208,Indiana,USA,2014,1,9,25,3.3,3.4,0.2,0.0,0.105,0.26,0.17,0.475,0.0289999999999999,2014-15,2014,0.2222804615764219
8142,8142,Russ Smith,MEM,24.0,182.88,74.84268,Louisville,USA,2014,2,47,12,2.5,0.5,0.7,10.4,0.015,0.078,0.251,0.488,0.216,2014-15,2014,0.25063842327843455
8149,8149,Rodney Hood,UTA,22.0,203.2,97.52228,Duke,USA,2014,1,23,50,8.7,2.3,1.7,3.3,0.01,0.115,0.196,0.529,0.136,2014-15,2014,0.3037334181047661
8156,8156,Nik Stauskas,SAC,21.0,198.12,92.98636,Michigan,Canada,2014,1,8,73,4.4,1.2,0.9,0.0,0.011,0.075,0.141,0.492,0.092,2014-15,2014,0.2035636658314843
8167,8167,Nick Johnson,HOU,22.0,190.5,91.625584,Arizona,USA,2014,2,42,28,2.6,1.4,0.4,0.0,0.053,0.1,0.173,0.43,0.069,2014-15,2014,0.18755725720781577
8168,8168,Markel Brown,BKN,23.0,190.5,86.18248,Oklahoma State,USA,2014,2,44,47,4.6,2.3,0.8,0.0,0.022,0.135,0.149,0.4589999999999999,0.07,2014-15,2014,0.21663865506847557
8171,8171,Marcus Smart,BOS,21.0,193.04,99.79024,Oklahoma State,USA,2014,1,6,67,7.8,3.3,3.1,2.5,0.037,0.1009999999999999,0.152,0.491,0.161,2014-15,2014,0.3125207311057134
8208,8208,Mitch McGary,OKC,23.0,208.28,115.66596,Michigan,USA,2014,1,21,32,6.3,5.2,0.4,4.0,0.12,0.239,0.186,0.55,0.043,2014-15,2014,0.3021046237575768
8275,8275,Tyler Ennis,MIL,20.0,190.5,79.3786,Syracuse,Canada,2014,1,18,33,3.7,1.1,2.2,0.0,0.018,0.081,0.203,0.411,0.278,2014-15,2014,0.23717885324934365
8284,8284,Andrew Wiggins,MIN,20.0,203.2,90.264808,Kansas,Canada,2014,1,1,82,16.9,4.6,2.1,0.0,0.05,0.096,0.226,0.517,0.0969999999999999,2014-15,2014,0.4042657876006724
8299,8299,TJ Warren,PHX,21.0,203.2,97.52228,North Carolina State,USA,2014,1,14,40,6.1,2.1,0.6,0.0,0.068,0.0819999999999999,0.177,0.551,0.069,2014-15,2014,0.2468673682124144
8305,8305,Spencer Dinwiddie,DET,22.0,198.12,90.7184,Colorado,USA,2014,2,38,34,4.3,1.4,3.1,0.0,0.009,0.1119999999999999,0.215,0.3939999999999999,0.3939999999999999,2014-15,2014,0.26618662313381203
8316,8316,Shabazz Napier,MIA,23.0,185.42,79.3786,Connecticut,USA,2014,1,24,51,5.1,2.2,2.5,0.0,0.021,0.1159999999999999,0.157,0.517,0.216,2014-15,2014,0.26543354546902465
8330,8330,Adreian Payne,MIN,24.0,208.28,111.13004,Michigan State,USA,2014,1,15,32,6.7,5.1,0.9,0.0,0.073,0.186,0.176,0.4429999999999999,0.067,2014-15,2014,0.28181784822193184
8331,8331,Aaron Gordon,ORL,19.0,205.74,99.79024,Arizona,USA,2014,1,4,47,5.2,3.6,0.7,0.0,0.064,0.171,0.156,0.517,0.064,2014-15,2014,0.24917758113661528
8346,8346,Zach LaVine,MIN,20.0,195.58,83.007336,UCLA,USA,2014,1,13,77,10.1,2.8,3.6,0.0,0.016,0.1159999999999999,0.2239999999999999,0.515,0.25,2014-15,2014,0.35977905390300524
8360,8360,Dwight Powell,DAL,23.0,210.82,108.86208,Stanford,Canada,2014,2,45,29,3.1,1.7,0.3,0.0,0.08,0.161,0.1669999999999999,0.552,0.0579999999999999,2014-15,2014,0.20983658664417015
8366,8366,Elfrid Payton,ORL,21.0,193.04,83.91452,Louisiana-Lafayette,USA,2014,1,10,82,8.9,4.3,6.5,0.0,0.047,0.111,0.182,0.456,0.314,2014-15,2014,0.40327303744496845
8367,8367,Doug McDermott,CHI,23.0,203.2,102.0582,Creighton,USA,2014,1,11,36,3.0,1.2,0.2,0.0,0.021,0.13,0.188,0.48,0.033,2014-15,2014,0.19783576735424271
8373,8373,Devyn Marble,ORL,22.0,198.12,90.7184,Iowa,USA,2014,2,56,16,2.3,1.9,1.1,0.0,0.024,0.142,0.124,0.362,0.102,2014-15,2014,0.17484299286691649
8387,8387,Glenn Robinson III,PHI,21.0,200.66,100.697424,Michigan,USA,2014,2,40,35,2.1,1.1,0.3,3.1,0.063,0.106,0.146,0.471,0.064,2014-15,2014,0.1809621655366508
8397,8397,Gary Harris,DEN,20.0,193.04,95.25432,Michigan State,USA,2014,1,19,55,3.4,1.2,0.5,0.0,0.0289999999999999,0.068,0.162,0.395,0.061,2014-15,2014,0.18224253245280794
8427,8427,Cameron Bairstow,CHI,24.0,205.74,113.398,New Mexico,Australia,2014,2,49,18,0.6,0.4,0.1,0.0,0.111,0.0409999999999999,0.14,0.309,0.021,2014-15,2014,0.12025070985232383
8428,8428,CJ Wilcox,LAC,24.0,195.58,88.45044,Washington,USA,2014,1,28,21,2.0,0.3,0.4,0.0,0.011,0.062,0.223,0.527,0.151,2014-15,2014,0.20451246191122938
8466,8466,Cory Jefferson,BKN,24.0,205.74,98.883056,Baylor,USA,2014,2,60,50,3.7,2.9,0.3,6.8,0.1009999999999999,0.2,0.174,0.48,0.047,2014-15,2014,0.24084036923583832
8471,8471,Cleanthony Early,NYK,24.0,203.2,99.79024,Wichita State,USA,2014,2,34,39,5.4,2.5,0.9,0.0,0.038,0.139,0.195,0.447,0.102,2014-15,2014,0.24495052193239109
8477,8477,Julius Randle,LAL,20.0,205.74,113.398,Kentucky,USA,2014,1,7,1,2.0,0.0,0.0,0.0,0.0,0.0,0.17,0.258,0.0,2014-15,2014,0.12743426347414236
8486,8486,Jordan Clarkson,LAL,23.0,195.58,83.91452,Missouri,USA,2014,2,46,59,11.9,3.2,3.5,0.0,0.04,0.109,0.2339999999999999,0.528,0.243,2014-15,2014,0.3824600511154612
8487,8487,Jordan Adams,MEM,20.0,195.58,94.800728,UCLA,USA,2014,1,22,30,3.1,0.9,0.5,1.3,0.039,0.084,0.195,0.489,0.1009999999999999,2014-15,2014,0.20825970738763452
8491,8491,Johnny O'Bryant III,MIL,22.0,205.74,120.20188,Louisiana State,USA,2014,2,36,34,2.9,1.9,0.5,0.0,0.078,0.122,0.1939999999999999,0.379,0.076,2014-15,2014,0.19970445753264734
8503,8503,Joe Harris,CLE,23.0,198.12,102.0582,Virginia,USA,2014,2,33,51,2.7,0.8,0.5,0.0,0.016,0.083,0.142,0.537,0.083,2014-15,2014,0.18534988002743544
8507,8507,KJ McDaniels,HOU,22.0,198.12,92.98636,Clemson,USA,2014,2,32,62,7.9,3.2,1.2,0.0,0.049,0.113,0.192,0.494,0.095,2014-15,2014,0.2845858446852308
8513,8513,Kyle Anderson,SAS,21.0,205.74,104.32616,UCLA,USA,2014,1,30,33,2.2,2.2,0.8,0.0,0.017,0.21,0.135,0.389,0.1159999999999999,2014-15,2014,0.1812536197639978
8544,8544,Jabari Parker,MIL,20.0,203.2,108.86208,Duke,USA,2014,1,2,25,12.3,5.5,1.7,0.0,0.078,0.142,0.204,0.527,0.095,2014-15,2014,0.3683551253478659
8577,8577,Jerami Grant,PHI,21.0,203.2,95.25432,Syracuse,USA,2014,2,39,65,6.3,3.0,1.2,0.0,0.037,0.12,0.1639999999999999,0.47,0.095,2014-15,2014,0.254681235602431
8590,8590,Jarnell Stokes,MEM,21.0,205.74,119.294696,Tennessee,USA,2014,2,35,19,3.0,1.8,0.2,5.1,0.133,0.154,0.193,0.578,0.053,2014-15,2014,0.23739784581990478
8595,8595,James Young,BOS,19.0,198.12,97.52228,Kentucky,USA,2014,1,17,31,3.4,1.4,0.4,0.0,0.027,0.11,0.153,0.457,0.059,2014-15,2014,0.1888913590899893
8626,8626,Frank Kaminsky,CHA,23.0,213.36,108.86208,Wisconsin,USA,2015,1,9,81,7.5,4.1,1.2,0.0,0.044,0.171,0.17,0.513,0.095,2015-16,2015,0.28790431942512407
8663,8663,Jerian Grant,NYK,23.0,193.04,88.45044,Notre Dame,USA,2015,1,19,76,5.6,1.9,2.3,0.0,0.02,0.105,0.1889999999999999,0.479,0.236,2015-16,2015,0.2685198873442793
8673,8673,Joe Young,IND,24.0,187.96,81.64656,Oregon,USA,2015,2,43,41,3.8,1.2,1.6,0.0,0.017,0.123,0.24,0.428,0.261,2015-16,2015,0.2457559613676643
8695,8695,Jahlil Okafor,PHI,20.0,210.82,124.7378,Duke,USA,2015,1,3,53,17.5,7.0,1.2,0.0,0.084,0.178,0.278,0.536,0.088,2015-16,2015,0.44931780220482165
8709,8709,Jarell Martin,MEM,22.0,208.28,108.408488,Louisiana State,USA,2015,1,25,27,5.7,3.2,0.6,0.0,0.1,0.15,0.182,0.534,0.065,2015-16,2015,0.2589159890494422
8733,8733,Bobby Portis,CHI,21.0,210.82,104.32616,Arkansas,USA,2015,1,22,62,7.0,5.4,0.8,0.0,0.114,0.21,0.207,0.469,0.076,2015-16,2015,0.30349375749600066
8738,8738,Branden Dawson,LAC,23.0,198.12,102.0582,Michigan State,USA,2015,2,56,6,0.8,0.7,0.0,0.0,0.111,0.067,0.092,0.46,0.0,2015-16,2015,0.12695012761867572
8746,8746,Anthony Brown,LAL,23.0,200.66,95.25432,Stanford,USA,2015,2,34,29,4.0,2.4,0.7,0.0,0.015,0.1159999999999999,0.11,0.427,0.048,2015-16,2015,0.19005382111867078
8782,8782,D'Angelo Russell,LAL,20.0,195.58,88.45044,Ohio State,USA,2015,1,2,80,13.2,3.4,3.3,0.0,0.021,0.113,0.241,0.507,0.213,2015-16,2015,0.39017463488040116
8793,8793,Darrun Hilliard,DET,23.0,198.12,92.98636,Villanova,USA,2015,2,38,38,4.0,1.2,0.7,0.0,0.0139999999999999,0.115,0.198,0.511,0.1169999999999999,2015-16,2015,0.2241085064483567
8801,8801,Delon Wright,TOR,24.0,195.58,86.18248,Utah,USA,2015,1,20,27,3.8,1.4,1.1,5.2,0.04,0.136,0.226,0.54,0.226,2015-16,2015,0.26399604231405993
8806,8806,Devin Booker,PHX,19.0,198.12,93.439952,Kentucky,USA,2015,1,13,76,13.8,2.5,2.6,0.0,0.0139999999999999,0.083,0.231,0.535,0.162,2015-16,2015,0.3678701618795403
8814,8814,Cameron Payne,OKC,21.0,190.5,83.91452,Murray State,USA,2015,1,14,57,5.0,1.5,1.9,0.0,0.0139999999999999,0.121,0.206,0.49,0.241,2015-16,2015,0.25963688967668225
8827,8827,Chris McCullough,BKN,21.0,210.82,90.7184,Syracuse,USA,2015,1,29,24,4.7,2.8,0.4,0.0,0.074,0.145,0.16,0.47,0.038,2015-16,2015,0.22275454433737377
8838,8838,Jordan Mickey,BOS,21.0,203.2,106.59412,Louisiana State,USA,2015,2,33,16,1.3,0.8,0.1,9.3,0.102,0.143,0.208,0.3979999999999999,0.03,2015-16,2015,0.19881273965115087
8842,8842,Rondae Hollis-Jefferson,BKN,21.0,200.66,99.79024,Arizona,USA,2015,1,23,29,5.8,5.3,1.5,0.0,0.067,0.1989999999999999,0.132,0.519,0.1,2015-16,2015,0.28333718798159335
8853,8853,Sam Dekker,HOU,22.0,205.74,104.32616,Wisconsin,USA,2015,1,18,3,0.0,0.3,0.0,2.8,0.0,0.2,0.0,0.0,0.0,2015-16,2015,0.011704360200671907
8867,8867,Richaun Holmes,PHI,22.0,208.28,111.13004,Bowling Green,USA,2015,2,37,51,5.6,2.6,0.6,0.0,0.099,0.121,0.175,0.564,0.073,2015-16,2015,0.2515035128650782
8871,8871,Pat Connaughton,POR,23.0,195.58,93.439952,Notre Dame,USA,2015,2,41,34,1.1,0.9,0.3,0.0,0.08,0.144,0.188,0.352,0.115,2015-16,2015,0.16211681619224014
8883,8883,Rakeem Christmas,IND,24.0,205.74,113.398,Syracuse,USA,2015,2,36,1,4.0,1.0,0.0,0.0,0.25,0.0,0.154,1.0,0.0,2015-16,2015,0.2649971488205216
8886,8886,Rashad Vaughn,MIL,19.0,198.12,91.625584,UNLV,USA,2015,1,17,70,3.1,1.3,0.6,0.0,0.012,0.086,0.133,0.3979999999999999,0.055,2015-16,2015,0.17156836862052285
8894,8894,RJ Hunter,BOS,22.0,195.58,83.91452,Georgia State,USA,2015,1,28,36,2.7,1.0,0.4,0.0,0.006,0.131,0.155,0.48,0.068,2015-16,2015,0.18278423410790368
8901,8901,Trey Lyles,UTA,20.0,208.28,106.140528,Kentucky,USA,2015,1,12,80,6.1,3.7,0.7,0.0,0.048,0.203,0.183,0.517,0.072,2015-16,2015,0.26852924347742535
8919,8919,Willie Cauley-Stein,SAC,22.0,213.36,108.86208,Kentucky,USA,2015,1,6,66,7.0,5.3,0.6,0.0,0.105,0.166,0.133,0.588,0.038,2015-16,2015,0.2850122568140982
8924,8924,Tyus Jones,MIN,20.0,187.96,88.45044,Duke,USA,2015,1,24,37,4.2,1.3,2.9,0.0,0.0139999999999999,0.083,0.159,0.45,0.278,2015-16,2015,0.24483956380333272
8929,8929,Stanley Johnson,DET,20.0,200.66,111.13004,Arizona,USA,2015,1,8,73,8.1,4.2,1.6,0.0,0.036,0.1639999999999999,0.196,0.46,0.113,2015-16,2015,0.30442999667842363
8954,8954,Terry Rozier,BOS,22.0,187.96,86.18248,Louisville,USA,2015,1,16,39,1.8,1.6,0.9,0.0,0.071,0.134,0.176,0.326,0.1989999999999999,2015-16,2015,0.17971939965997627
8977,8977,Larry Nance Jr.,LAL,23.0,205.74,104.32616,Wyoming,USA,2015,1,27,63,5.5,5.0,0.7,0.0,0.086,0.184,0.126,0.544,0.055,2015-16,2015,0.26228893671959097
8993,8993,Josh Richardson,MIA,22.0,198.12,90.7184,Tennessee,USA,2015,2,40,52,6.6,2.1,1.4,3.1,0.023,0.085,0.1369999999999999,0.569,0.098,2015-16,2015,0.26046585087010005
8997,8997,Justin Anderson,DAL,22.0,198.12,103.418976,Virginia,USA,2015,1,21,55,3.8,2.4,0.5,2.2,0.0289999999999999,0.188,0.155,0.522,0.071,2015-16,2015,0.22467543766841236
9000,9000,Justise Winslow,MIA,20.0,200.66,102.0582,Duke,USA,2015,1,10,78,6.4,5.2,1.5,3.9,0.042,0.158,0.124,0.489,0.077,2015-16,2015,0.28851526744130523
9003,9003,Karl-Anthony Towns,MIN,20.0,213.36,110.676448,Kentucky,USA,2015,1,1,82,18.3,10.5,2.0,0.0,0.102,0.271,0.247,0.59,0.108,2015-16,2015,0.5152521531062757
9007,9007,Kelly Oubre Jr.,WAS,20.0,200.66,92.98636,Kansas,USA,2015,1,15,63,3.7,2.1,0.2,0.0,0.039,0.177,0.173,0.507,0.0289999999999999,2015-16,2015,0.21320793646790334
9017,9017,Kevon Looney,GSW,20.0,205.74,99.79024,UCLA,USA,2015,1,30,5,1.8,2.0,0.0,0.0,0.16,0.375,0.154,0.643,0.0,2015-16,2015,0.2074788615504064
9027,9027,Montrezl Harrell,HOU,22.0,203.2,108.86208,Louisville,USA,2015,2,32,39,3.6,1.7,0.4,5.0,0.076,0.108,0.144,0.635,0.067,2015-16,2015,0.23193528587625467
9028,9028,Myles Turner,IND,20.0,210.82,110.222856,Texas,USA,2015,1,11,60,10.3,5.5,0.7,0.0,0.054,0.207,0.211,0.531,0.05,2015-16,2015,0.33771611641761584
9043,9043,Norman Powell,TOR,23.0,193.04,97.52228,UCLA,USA,2015,2,46,49,5.6,2.3,1.0,4.9,0.026,0.142,0.179,0.541,0.102,2015-16,2015,0.2665746890476093
9082,9082,Michael Gbinije,DET,25.0,200.66,90.7184,Syracuse,USA,2016,2,49,9,0.4,0.3,0.2,0.0,0.057,0.037,0.157,0.184,0.087,2016-17,2016,0.1071431747868266
9092,9092,Marquese Chriss,PHX,19.0,208.28,105.68693600000002,Washington,USA,2016,1,8,82,9.2,4.2,0.7,0.0,0.0579999999999999,0.1639999999999999,0.196,0.529,0.051,2016-17,2016,0.30496739663820516
9108,9108,Pascal Siakam,TOR,23.0,205.74,104.32616,New Mexico State,Cameroon,2016,1,27,55,4.2,3.4,0.3,0.0,0.083,0.168,0.131,0.523,0.0279999999999999,2016-17,2016,0.22148075785269802
9135,9135,Malik Beasley,DEN,20.0,195.58,88.904032,Florida State,USA,2016,1,19,22,3.8,0.8,0.5,15.0,0.036,0.072,0.222,0.536,0.098,2016-17,2016,0.26746350407353914
9165,9165,Kris Dunn,MIN,23.0,193.04,92.98636,Providence,USA,2016,1,5,78,3.8,2.1,2.4,0.0,0.021,0.131,0.142,0.432,0.2,2016-17,2016,0.2330638234010314
9167,9167,Malcolm Brogdon,MIL,24.0,195.58,97.52228,Virginia,USA,2016,2,36,75,10.2,2.8,4.2,2.7,0.0279999999999999,0.0969999999999999,0.186,0.555,0.239,2016-17,2016,0.3697557948271934
9168,9168,Malachi Richardson,SAC,21.0,198.12,92.98636,Syracuse,USA,2016,1,22,22,3.6,1.0,0.5,0.0,0.018,0.106,0.196,0.517,0.092,2016-17,2016,0.21453739390545082
9196,9196,Patrick McCaw,GSW,21.0,200.66,83.91452,Nevada-Las Vegas,USA,2016,2,38,71,4.0,1.4,1.1,0.0,0.021,0.078,0.119,0.54,0.099,2016-17,2016,0.2056368897760689
9218,9218,Taurean Prince,ATL,23.0,203.2,99.79024,Baylor,USA,2016,1,12,59,5.7,2.7,0.9,0.0,0.027,0.143,0.171,0.513,0.091,2016-17,2016,0.24993487147008572
9240,9240,Wade Baldwin IV,MEM,21.0,193.04,91.625584,Vanderbilt,USA,2016,1,17,33,3.2,1.4,1.8,0.0,0.0289999999999999,0.0969999999999999,0.191,0.4039999999999999,0.262,2016-17,2016,0.22356442671389884
9248,9248,Tyler Ulis,PHX,21.0,177.8,68.0388,Kentucky,USA,2016,2,34,61,7.3,1.6,3.7,0.0,0.018,0.073,0.2019999999999999,0.474,0.297,2016-17,2016,0.309274023229184
9292,9292,Skal Labissiere,SAC,21.0,210.82,102.0582,Kentucky,Haiti,2016,1,28,33,8.8,4.9,0.8,0.0,0.095,0.1939999999999999,0.212,0.5770000000000001,0.071,2016-17,2016,0.32831645212828003
9315,9315,Stephen Zimmerman,ORL,20.0,213.36,108.86208,Nevada-Las Vegas,USA,2016,2,41,19,1.2,1.8,0.2,0.0,0.093,0.273,0.149,0.346,0.0559999999999999,2016-17,2016,0.15577368474650527
9331,9331,Damian Jones,GSW,22.0,213.36,111.13004,Vanderbilt,USA,2016,1,30,10,1.9,2.3,0.0,0.0,0.113,0.222,0.138,0.466,0.0,2016-17,2016,0.17780901393798065
9333,9333,Chinanu Onuaku,HOU,20.0,208.28,111.13004,Louisville,USA,2016,2,37,5,2.8,2.0,0.6,0.0,0.049,0.17,0.108,0.799,0.086,2016-17,2016,0.2313466884585207
9334,9334,Cheick Diallo,NOP,20.0,205.74,99.79024,Kansas,Mali,2016,2,33,17,5.1,4.3,0.2,0.0,0.115,0.286,0.203,0.51,0.031,2016-17,2016,0.26727273466110774
9339,9339,Caris LeVert,BKN,22.0,200.66,92.079176,Michigan,USA,2016,1,20,57,8.2,3.3,1.9,0.0,0.02,0.141,0.1639999999999999,0.556,0.132,2016-17,2016,0.29988549642412493
9352,9352,Denzel Valentine,CHI,23.0,198.12,96.161504,Michigan State,USA,2016,1,14,57,5.1,2.6,1.1,0.0,0.012,0.161,0.156,0.492,0.095,2016-17,2016,0.23857884745136848
9354,9354,Demetrius Jackson,BOS,22.0,185.42,91.171992,Notre Dame,USA,2016,2,45,5,2.0,0.8,0.6,6.3,0.091,0.118,0.172,0.753,0.3,2016-17,2016,0.24596245899094746
9356,9356,Dejounte Murray,SAS,20.0,195.58,77.11064,Washington,USA,2016,1,29,38,3.4,1.1,1.3,2.9,0.023,0.1169999999999999,0.241,0.503,0.236,2016-17,2016,0.2554416270094306
