,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season,season_year,composite_performance_score
2984,2984,Jared Jeffries,WAS,21.0,210.82,104.32616,Indiana,USA,2002,1,11,20,4.0,2.9,0.8,6.6,0.11,0.131,0.156,0.521,0.091,2002-03,2002,0.2511825072744767
3003,3003,Jay Williams,CHI,21.0,187.96,88.45044,Duke,USA,2002,1,2,75,9.5,2.6,4.7,0.0,0.016,0.093,0.209,0.472,0.297,2002-03,2002,0.3616486435286044
3018,3018,Drew Gooden,ORL,21.0,208.28,104.32616,Kansas,USA,2002,1,4,70,12.5,6.5,1.2,0.0,0.1,0.178,0.243,0.503,0.076,2002-03,2002,0.3866891197343869
3048,3048,Fred Jones,IND,24.0,187.96,98.883056,Oregon,USA,2002,1,14,19,1.2,0.5,0.3,0.0,0.039,0.044,0.128,0.446,0.078,2002-03,2002,0.14624116505694398
3050,3050,Frank Williams,NYK,23.0,190.5,92.98636,Illinois,USA,2002,1,25,21,1.3,0.9,1.6,0.0,0.02,0.119,0.146,0.3929999999999999,0.374,2002-03,2002,0.17806712073182074
3052,3052,Flip Murray,SEA,23.0,193.04,86.18248,Shaw,USA,2002,2,41,14,1.9,0.3,0.4,0.0,0.0,0.068,0.316,0.391,0.143,2002-03,2002,0.2223457422624657
3073,3073,Chris Kaman,LAC,22.0,213.36,121.562656,Central Michigan,USA,2003,1,6,82,6.1,5.6,1.0,0.0,0.08,0.2019999999999999,0.16,0.502,0.078,2003-04,2003,0.2889600327254731
3076,3076,Chris Bosh,TOR,20.0,208.28,95.25432,Georgia Tech,USA,2003,1,4,75,11.5,7.4,1.0,0.0,0.087,0.171,0.182,0.513,0.0559999999999999,2003-04,2003,0.3636169250641022
3085,3085,Carmelo Anthony,DEN,20.0,203.2,99.79024,Syracuse,USA,2003,1,3,82,21.0,6.1,2.8,0.6,0.069,0.122,0.283,0.509,0.134,2003-04,2003,0.4931846080860671
3114,3114,Dahntay Jones,MEM,23.0,198.12,95.25432,Duke,USA,2003,1,20,20,1.8,1.2,0.6,0.0,0.052,0.122,0.21,0.311,0.138,2003-04,2003,0.1803107048132122
3121,3121,David West,NOH,23.0,205.74,108.86208,Xavier,USA,2003,1,18,71,3.8,4.2,0.8,0.0,0.135,0.242,0.151,0.519,0.12,2003-04,2003,0.24783093473066645
3142,3142,Brandon Hunter,BOS,23.0,200.66,117.93392,Ohio,USA,2003,2,56,36,3.5,3.3,0.5,0.0,0.134,0.185,0.168,0.4629999999999999,0.077,2003-04,2003,0.22558584017693162
3153,3153,Brian Cook,LAL,23.0,205.74,106.140528,Illinois,USA,2003,1,24,35,4.4,2.9,0.6,0.0,0.071,0.19,0.172,0.505,0.079,2003-04,2003,0.23666735355918153
3181,3181,Jarvis Hayes,WAS,22.0,200.66,99.79024,Georgia,USA,2003,1,10,70,9.6,3.8,1.5,0.0,0.037,0.108,0.186,0.456,0.092,2003-04,2003,0.3025469649641787
3187,3187,James Jones,IND,23.0,203.2,97.52228,Miami (FL),USA,2003,2,49,6,1.2,0.3,0.0,0.0,0.0,0.095,0.1939999999999999,0.354,0.0,2003-04,2003,0.15128255561573978
3203,3203,Jason Kapono,CLE,23.0,203.2,96.615096,UCLA,USA,2003,2,31,41,3.5,1.3,0.3,0.0,0.048,0.094,0.17,0.519,0.06,2003-04,2003,0.20318739929180674
3207,3207,Josh Howard,DAL,24.0,200.66,95.25432,Wake Forest,USA,2003,1,29,67,8.6,5.5,1.4,8.2,0.1009999999999999,0.157,0.181,0.485,0.085,2003-04,2003,0.3416287524116914
3222,3222,Jerome Beasley,MIA,24.0,205.74,107.501304,North Dakota,USA,2003,2,33,2,1.0,0.5,0.0,40.4,0.0,0.143,0.2789999999999999,0.3329999999999999,0.0,2003-04,2003,0.2940468763828574
3239,3239,Dwyane Wade,MIA,22.0,193.04,96.161504,Marquette,USA,2003,1,5,61,16.2,4.0,4.5,1.9,0.046,0.088,0.246,0.53,0.241,2003-04,2003,0.4547870834425575
3287,3287,Keith Bogans,ORL,24.0,195.58,97.52228,Kentucky,USA,2003,2,43,73,6.8,4.3,1.3,0.0,0.066,0.139,0.145,0.499,0.087,2003-04,2003,0.2748447251744031
3319,3319,Reece Gaines,ORL,23.0,198.12,92.98636,Louisville,USA,2003,1,15,38,1.8,1.0,1.1,0.0,0.025,0.104,0.15,0.356,0.185,2003-04,2003,0.16889167631401839
3342,3342,Steve Blake,WAS,24.0,190.5,78.017824,Maryland,USA,2003,2,38,75,5.9,1.6,2.8,0.0,0.0139999999999999,0.083,0.182,0.509,0.26,2003-04,2003,0.2781861319073787
3359,3359,Willie Green,PHI,22.0,193.04,90.7184,Detroit Mercy,USA,2003,2,41,53,6.9,1.2,1.0,0.0,0.024,0.074,0.275,0.4639999999999999,0.151,2003-04,2003,0.2763283974536321
3369,3369,Troy Bell,MEM,23.0,185.42,81.64656,Boston College,USA,2003,1,16,6,1.8,0.7,0.7,8.0,0.0969999999999999,0.03,0.293,0.285,0.182,2003-04,2003,0.22824074955010917
3374,3374,T.J. Ford,MIL,21.0,182.88,74.84268,Texas,USA,2003,1,8,55,7.1,3.2,6.5,0.0,0.027,0.105,0.176,0.4429999999999999,0.375,2003-04,2003,0.37049388259363997
3392,3392,Travis Hansen,ATL,26.0,198.12,92.98636,Brigham Young,USA,2003,2,37,41,3.0,1.7,0.5,0.0,0.068,0.09,0.139,0.433,0.059,2003-04,2003,0.18250650775796584
3403,3403,Luke Ridnour,SEA,23.0,187.96,79.3786,Oregon,USA,2003,1,14,69,5.5,1.6,2.4,0.0,0.036,0.081,0.193,0.496,0.266,2003-04,2003,0.26999372226880797
3404,3404,Luke Walton,LAL,24.0,203.2,106.59412,Arizona,USA,2003,2,32,72,2.4,1.8,1.6,1.4,0.061,0.15,0.139,0.505,0.246,2003-04,2003,0.21676963749969724
3411,3411,Marcus Banks,BOS,22.0,187.96,90.7184,Nevada-Las Vegas,USA,2003,1,13,81,5.9,1.6,2.2,0.0,0.026,0.085,0.206,0.48,0.226,2003-04,2003,0.271878108969618
3443,3443,Kyle Korver,PHI,23.0,200.66,95.25432,Creighton,USA,2003,2,51,74,4.5,1.5,0.5,0.0,0.039,0.109,0.201,0.489,0.088,2003-04,2003,0.2256794539098589
3450,3450,Kirk Hinrich,CHI,23.0,190.5,86.18248,Kansas,USA,2003,1,7,76,12.0,3.4,6.8,0.0,0.017,0.089,0.183,0.51,0.32,2003-04,2003,0.4275650030476494
3494,3494,Michael Sweetney,NYK,21.0,203.2,117.93392,Georgetown,USA,2003,1,9,42,4.3,3.7,0.3,3.2,0.1689999999999999,0.212,0.184,0.544,0.049,2003-04,2003,0.260963420729002
3504,3504,Mo Williams,UTA,21.0,185.42,83.91452,Alabama,USA,2003,2,47,57,5.0,1.3,1.3,0.0,0.035,0.08,0.2239999999999999,0.433,0.196,2003-04,2003,0.24357108729105792
3522,3522,Matt Freije,NOH,23.0,208.28,112.944408,Vanderbilt,USA,2004,2,53,23,4.0,2.7,0.9,0.0,0.042,0.132,0.159,0.356,0.079,2004-05,2004,0.20814401387705214
3531,3531,Mark Jones,ORL,30.0,198.12,97.52228,Central Florida,USA,2004,4,82,10,2.3,1.3,0.6,0.0,0.05,0.067,0.133,0.325,0.075,2004-05,2004,0.15445977266254285
3541,3541,Pape Sow,TOR,23.0,208.28,113.398,Cal State-Fullerton,Senegal,2004,2,47,27,2.3,2.1,0.1,0.3,0.084,0.193,0.146,0.444,0.012,2004-05,2004,0.18063814040015738
3568,3568,Kris Humphries,UTA,20.0,205.74,106.59412,Minnesota,USA,2004,1,14,67,4.1,2.9,0.6,0.0,0.093,0.184,0.201,0.419,0.095,2004-05,2004,0.23349353746230203
3570,3570,Kirk Snyder,UTA,22.0,198.12,102.0582,Nevada,USA,2004,1,16,68,5.0,1.8,0.5,0.0,0.069,0.104,0.221,0.456,0.073,2004-05,2004,0.23682704123192247
3576,3576,Kevin Martin,SAC,22.0,200.66,83.91452,Western Carolina,USA,2004,1,26,45,2.9,1.3,0.5,3.0,0.071,0.071,0.161,0.4639999999999999,0.071,2004-05,2004,0.19851540025724512
3602,3602,Luol Deng,CHI,20.0,203.2,99.79024,Duke,United Kingdom,2004,1,7,61,11.7,5.3,2.2,4.1,0.064,0.15,0.225,0.496,0.141,2004-05,2004,0.38646645242722705
3605,3605,Luke Jackson,CLE,23.0,200.66,97.52228,Oregon,USA,2004,1,10,10,2.9,0.6,0.3,0.0,0.039,0.111,0.308,0.489,0.1669999999999999,2004-05,2004,0.24355487446422516
3606,3606,Luis Flores,DEN,24.0,187.96,88.45044,Manhattan,USA,2004,2,55,16,2.2,0.2,0.7,13.1,0.015,0.0289999999999999,0.242,0.586,0.262,2004-05,2004,0.2630386457816775
3611,3611,Lionel Chalmers,LAC,24.0,182.88,81.64656,Xavier,USA,2004,2,33,36,3.1,0.9,1.4,0.0,0.012,0.074,0.181,0.409,0.211,2004-05,2004,0.20431899509561588
3634,3634,Tony Allen,BOS,23.0,193.04,96.615096,Oklahoma State,USA,2004,1,25,77,6.4,2.9,0.8,6.3,0.079,0.126,0.187,0.542,0.08,2004-05,2004,0.28397131848511686
3679,3679,Trevor Ariza,NYK,20.0,203.2,90.7184,UCLA,USA,2004,2,43,80,5.9,3.0,1.1,0.0,0.077,0.129,0.178,0.503,0.1009999999999999,2004-05,2004,0.2610037831775654
3701,3701,Rafael Araujo,TOR,24.0,210.82,127.00576,Brigham Young,Brazil,2004,1,8,59,3.3,3.1,0.3,0.0,0.089,0.2019999999999999,0.154,0.492,0.032,2004-05,2004,0.21589453606776118
3724,3724,Justin Reed,BOS,23.0,203.2,108.86208,Mississippi,USA,2004,2,40,23,1.8,0.7,0.4,8.0,0.089,0.087,0.163,0.5760000000000001,0.128,2004-05,2004,0.21210098803773966
3734,3734,Royal Ivey,ATL,23.0,190.5,90.7184,Texas,USA,2004,2,37,62,3.5,1.4,1.7,0.0,0.026,0.099,0.156,0.484,0.1969999999999999,2004-05,2004,0.22121966697080053
3747,3747,Chris Duhon,CHI,22.0,185.42,83.91452,Duke,USA,2004,2,38,82,5.9,2.6,4.9,1.8,0.012,0.1,0.131,0.471,0.28,2004-05,2004,0.31138027927716067
3772,3772,David Harrison,IND,22.0,213.36,127.00576,Colorado,USA,2004,1,29,43,6.1,3.1,0.3,0.0,0.086,0.1369999999999999,0.179,0.589,0.032,2004-05,2004,0.261658153049284
3808,3808,Andre Iguodala,PHI,21.0,198.12,93.893544,Arizona,USA,2004,1,9,82,9.0,5.7,3.0,0.8,0.037,0.158,0.129,0.58,0.139,2004-05,2004,0.3521683597899663
3809,3809,Andre Emmett,MEM,22.0,195.58,104.32616,Texas Tech,USA,2004,2,35,8,0.9,0.3,0.0,0.0,0.0,0.083,0.175,0.427,0.0,2004-05,2004,0.1524492018572255
3840,3840,Bernard Robinson,CHA,24.0,198.12,95.25432,Michigan,USA,2004,2,45,31,3.0,1.5,1.0,0.0,0.046,0.12,0.153,0.503,0.1689999999999999,2004-05,2004,0.20670874643700032
3844,3844,Ben Gordon,CHI,22.0,190.5,90.7184,Connecticut,USA,2004,1,3,82,15.1,2.6,2.0,4.0,0.031,0.086,0.3,0.526,0.165,2004-05,2004,0.4053137086696294
3851,3851,Antonio Burks,MEM,25.0,182.88,88.45044,Memphis,USA,2004,2,36,24,3.0,0.5,1.2,0.0,0.005,0.067,0.185,0.534,0.252,2004-05,2004,0.2152854666435954
3857,3857,Delonte West,BOS,21.0,193.04,81.64656,Saint Joseph's,USA,2004,1,24,39,4.5,1.7,1.4,0.6,0.033,0.111,0.172,0.524,0.173,2004-05,2004,0.24121801527436548
3868,3868,Jameer Nelson,ORL,23.0,182.88,86.18248,Saint Joseph's,USA,2004,1,20,79,8.7,2.4,3.0,0.0,0.036,0.0969999999999999,0.214,0.51,0.244,2004-05,2004,0.3271318440556552
3878,3878,Jackson Vroman,NOH,24.0,208.28,99.79024,Iowa State,USA,2004,2,31,46,4.6,3.8,0.9,0.0,0.104,0.1939999999999999,0.188,0.457,0.095,2004-05,2004,0.2560513189184375
3890,3890,Josh Childress,ATL,22.0,203.2,95.25432,Stanford,USA,2004,1,6,80,10.1,6.0,1.9,0.0,0.091,0.146,0.158,0.5429999999999999,0.1,2004-05,2004,0.3465687648399758
3934,3934,Devin Harris,DAL,22.0,190.5,83.91452,Wisconsin,USA,2004,1,5,76,5.7,1.3,2.2,0.0,0.027,0.072,0.186,0.53,0.2289999999999999,2004-05,2004,0.265521088490193
3940,3940,Donta Smith,ATL,21.0,200.66,97.52228,Southeastern Illinois,USA,2004,2,34,38,3.3,1.4,1.0,0.0,0.046,0.093,0.162,0.473,0.141,2004-05,2004,0.20659263879818343
3945,3945,Emeka Okafor,CHA,22.0,208.28,114.305184,Connecticut,USA,2004,1,2,73,15.1,10.9,0.9,0.0,0.114,0.241,0.217,0.479,0.042,2004-05,2004,0.44583031664585593
3946,3946,Ha Ha,POR,19.0,220.98,138.34556,Yonsei (KOR),South Korea,2004,2,46,19,1.4,0.9,0.1,0.0,0.069,0.121,0.175,0.467,0.03,2004-05,2004,0.1726723587814585
3985,3985,Travis Diener,ORL,24.0,185.42,79.3786,Marquette,USA,2005,2,38,23,3.8,0.9,0.7,0.0,0.017,0.086,0.149,0.614,0.126,2005-06,2005,0.21362846955901227
4007,4007,Ryan Gomes,BOS,23.0,200.66,113.398,Providence,USA,2005,2,50,61,7.6,4.9,1.0,0.0,0.092,0.173,0.16,0.5479999999999999,0.069,2005-06,2005,0.29699992281364723
4013,4013,Ronny Turiaf,LAL,23.0,208.28,112.944408,Gonzaga,France,2005,2,37,23,2.0,1.6,0.3,0.0,0.079,0.203,0.142,0.537,0.078,2005-06,2005,0.1875737585560322
4014,4014,Salim Stoudamire,ATL,23.0,185.42,81.19296800000001,Arizona,USA,2005,2,31,61,9.7,1.9,1.2,0.0,0.011,0.102,0.2239999999999999,0.545,0.107,2005-06,2005,0.3008436094895378
4016,4016,Sean May,CHA,22.0,205.74,120.655472,North Carolina,USA,2005,1,13,23,8.2,4.7,1.0,0.0,0.115,0.211,0.251,0.474,0.105,2005-06,2005,0.32585150314328354
4037,4037,Von Wafer,LAL,20.0,195.58,95.25432,Florida State,USA,2005,2,39,16,1.3,0.5,0.3,0.0,0.062,0.045,0.268,0.241,0.114,2005-06,2005,0.1748217181324622
4038,4038,Jason Maxiell,DET,23.0,200.66,117.93392,Cincinnati,USA,2005,1,26,26,2.3,1.1,0.1,0.0,0.088,0.1169999999999999,0.228,0.414,0.031,2005-06,2005,0.19626225071257583
4044,4044,Jarrett Jack,POR,22.0,190.5,91.625584,Georgia Tech,USA,2005,1,22,79,6.7,2.0,2.8,0.0,0.013,0.107,0.179,0.528,0.249,2005-06,2005,0.29115297510147414
4066,4066,Ike Diogu,GSW,22.0,203.2,115.66596,Arizona State,USA,2005,1,9,69,7.0,3.3,0.4,0.0,0.1009999999999999,0.156,0.208,0.596,0.051,2005-06,2005,0.2863717969999025
4074,4074,Wayne Simien,MIA,23.0,205.74,113.398,Kansas,USA,2005,1,29,43,3.4,2.0,0.2,0.0,0.106,0.136,0.177,0.541,0.031,2005-06,2005,0.2167193272639555
4090,4090,Joey Graham,TOR,24.0,200.66,102.0582,Oklahoma State,USA,2005,1,16,80,6.7,3.1,0.8,0.0,0.043,0.144,0.1669999999999999,0.564,0.061,2005-06,2005,0.26689620456573265
4102,4102,Robert Whaley,UTA,24.0,208.28,117.93392,Walsh,USA,2005,2,51,23,2.1,1.9,0.7,0.0,0.087,0.145,0.158,0.411,0.138,2005-06,2005,0.1876351297283265
4115,4115,Linas Kleiza,DEN,21.0,203.2,111.13004,Missouri,Lithuania,2005,1,27,61,3.5,1.9,0.2,0.0,0.083,0.173,0.1889999999999999,0.51,0.047,2005-06,2005,0.21631348534851833
4118,4118,Lawrence Roberts,MEM,23.0,205.74,108.86208,Mississippi State,USA,2005,2,55,33,1.5,1.5,0.2,1.1,0.166,0.148,0.154,0.471,0.048,2005-06,2005,0.1783695904660951
4121,4121,Luther Head,HOU,23.0,190.5,83.91452,Illinois,USA,2005,1,24,80,8.8,3.3,2.7,0.0,0.017,0.1159999999999999,0.1669999999999999,0.517,0.1669999999999999,2005-06,2005,0.3153813970884844
4123,4123,Marvin Williams,ATL,20.0,205.74,104.32616,North Carolina,USA,2005,1,2,79,8.5,4.8,0.8,0.0,0.073,0.161,0.166,0.523,0.052,2005-06,2005,0.2966209310430867
4145,4145,Julius Hodge,DEN,22.0,200.66,95.25432,North Carolina State,USA,2005,1,20,14,0.9,0.5,0.4,0.0,0.1669999999999999,0.054,0.3339999999999999,0.3929999999999999,0.3329999999999999,2005-06,2005,0.22608002959931547
4203,4203,Raymond Felton,CHA,22.0,185.42,89.811216,North Carolina,USA,2005,1,5,80,11.9,3.3,5.6,0.0,0.035,0.0969999999999999,0.215,0.483,0.298,2005-06,2005,0.4108398825811168
4210,4210,Rashad McCants,MIN,21.0,193.04,93.893544,North Carolina,USA,2005,1,14,79,7.9,1.8,0.8,0.0,0.026,0.095,0.2319999999999999,0.539,0.088,2005-06,2005,0.2811327057970614
4213,4213,Orien Greene,BOS,24.0,193.04,94.347136,Louisiana-Lafayette,USA,2005,2,53,80,3.2,1.8,1.6,0.0,0.036,0.106,0.145,0.449,0.178,2005-06,2005,0.21249082086358614
4238,4238,Nate Robinson,NYK,22.0,175.26,81.64656,Washington,USA,2005,1,21,72,9.3,2.3,2.0,0.0,0.045,0.087,0.2269999999999999,0.512,0.17,2005-06,2005,0.3157894020927557
4255,4255,Brandon Bass,NOK,21.0,203.2,108.86208,Louisiana State,USA,2005,2,33,29,2.3,2.3,0.1,0.0,0.084,0.217,0.159,0.434,0.02,2005-06,2005,0.1866388234767106
4257,4257,Bracey Wright,MIN,21.0,190.5,95.25432,Indiana,USA,2005,2,47,7,8.9,2.6,0.7,0.0,0.025,0.12,0.228,0.534,0.072,2005-06,2005,0.2949243499645056
4278,4278,Charlie Villanueva,TOR,21.0,210.82,108.86208,Connecticut,USA,2005,1,7,81,13.0,6.4,1.1,0.0,0.09,0.181,0.215,0.521,0.063,2005-06,2005,0.37764960313686036
4281,4281,Channing Frye,NYK,23.0,210.82,112.490816,Arizona,USA,2005,1,8,65,12.3,5.8,0.8,0.0,0.1,0.183,0.236,0.541,0.066,2005-06,2005,0.3703878677858013
4304,4304,Alex Acker,DET,23.0,195.58,83.91452,Pepperdine,USA,2005,2,60,5,1.8,1.0,0.8,0.0,0.034,0.138,0.228,0.281,0.19,2005-06,2005,0.1845384827639711
4323,4323,Antoine Wright,NJN,22.0,200.66,95.25432,Texas A&M,USA,2005,1,15,39,1.8,0.8,0.3,0.0,0.026,0.073,0.148,0.386,0.057,2005-06,2005,0.15386864892889288
4328,4328,Hakim Warrick,MEM,23.0,205.74,99.336648,Syracuse,USA,2005,1,19,68,4.1,2.1,0.4,0.0,0.069,0.1639999999999999,0.221,0.499,0.08,2005-06,2005,0.23937330002470417
4334,4334,Andrew Bogut,MIL,21.0,213.36,111.13004,Utah,Australia,2005,1,1,82,9.4,7.0,2.3,0.8,0.094,0.196,0.159,0.555,0.133,2005-06,2005,0.36809372757292463
4341,4341,Chris Taft,GSW,21.0,208.28,118.38751200000002,Pittsburgh,USA,2005,2,42,17,2.8,2.1,0.1,4.2,0.142,0.156,0.134,0.578,0.024,2005-06,2005,0.2104829872251779
4365,4365,Chris Paul,NOK,21.0,182.88,79.3786,Wake Forest,USA,2005,1,4,78,16.1,5.1,7.8,0.0,0.025,0.147,0.22,0.546,0.3779999999999999,2005-06,2005,0.5220245736100607
4375,4375,Francisco Garcia,SAC,24.0,200.66,88.45044,Louisville,Dominican Republic,2005,1,23,67,5.6,2.8,1.4,0.0,0.035,0.126,0.158,0.51,0.118,2005-06,2005,0.2546266104771851
4386,4386,Dijon Thompson,PHX,23.0,200.66,88.45044,UCLA,USA,2005,2,54,10,2.8,1.1,0.1,0.0,0.093,0.156,0.272,0.541,0.042,2005-06,2005,0.23855359035358892
4387,4387,Danny Granger,IND,23.0,205.74,103.418976,New Mexico,USA,2005,1,17,78,7.5,4.9,1.2,0.0,0.087,0.16,0.166,0.54,0.092,2005-06,2005,0.30162432846784276
4389,4389,Daniel Ewing,LAC,23.0,190.5,83.91452,Duke,USA,2005,2,32,66,3.8,1.3,1.3,0.0,0.0279999999999999,0.072,0.16,0.4579999999999999,0.145,2005-06,2005,0.21155575216113118
4419,4419,Deron Williams,UTA,22.0,190.5,95.25432,Illinois,USA,2005,1,3,80,10.8,2.4,4.5,0.0,0.018,0.083,0.201,0.5,0.2739999999999999,2005-06,2005,0.36500968977516796
4429,4429,David Lee,NYK,23.0,205.74,112.944408,Florida,USA,2005,1,30,67,5.1,4.5,0.6,0.0,0.118,0.208,0.134,0.609,0.062,2005-06,2005,0.2640505204151944
4443,4443,Cedric Simmons,NOK,21.0,205.74,106.59412,North Carolina State,USA,2006,1,15,43,2.9,2.5,0.3,0.0,0.091,0.133,0.144,0.43,0.037,2006-07,2006,0.19065802569630505
4462,4462,David Noel,MIL,23.0,198.12,104.32616,North Carolina,USA,2006,2,39,68,2.7,1.8,1.0,0.0,0.059,0.123,0.136,0.47,0.122,2006-07,2006,0.19632996135482675
4471,4471,Daniel Gibson,CLE,21.0,187.96,86.18248,Texas,USA,2006,2,42,60,4.6,1.5,1.2,3.8,0.032,0.077,0.135,0.556,0.11,2006-07,2006,0.2328444591062495
4483,4483,Craig Smith,MIN,23.0,200.66,123.377024,Boston College,USA,2006,2,36,82,7.4,5.1,0.6,0.0,0.119,0.211,0.187,0.5579999999999999,0.0559999999999999,2006-07,2006,0.30348501446487464
4503,4503,Alexander Johnson,MEM,24.0,205.74,108.86208,Florida State,USA,2006,2,45,59,4.4,3.1,0.3,0.0,0.086,0.216,0.161,0.588,0.033,2006-07,2006,0.24173269159441077
4510,4510,Adam Morrison,CHA,22.0,203.2,92.98636,Gonzaga,USA,2006,1,3,78,11.8,2.9,2.1,0.0,0.026,0.092,0.22,0.45,0.121,2006-07,2006,0.33122036946911587
4519,4519,Brandon Roy,POR,22.0,198.12,103.872568,Washington,USA,2006,1,6,57,16.8,4.4,4.0,0.0,0.034,0.121,0.2269999999999999,0.5479999999999999,0.2019999999999999,2006-07,2006,0.44419239647498215
4543,4543,Bobby Jones,PHI,23.0,200.66,97.52228,Washington,USA,2006,2,37,44,2.5,1.3,0.4,5.8,0.075,0.125,0.176,0.495,0.075,2006-07,2006,0.21245579316732974
4551,4551,Quincy Douby,SAC,23.0,190.5,79.3786,Rutgers,USA,2006,1,19,42,2.8,0.9,0.4,0.0,0.032,0.08,0.178,0.449,0.071,2006-07,2006,0.18709133135270642
4557,4557,Paul Millsap,UTA,22.0,203.2,117.026736,Louisiana Tech,USA,2006,2,47,82,6.8,5.2,0.8,4.9,0.152,0.208,0.178,0.5710000000000001,0.068,2006-07,2006,0.3159563086927864
4558,4558,Paul Davis,LAC,22.0,210.82,122.46984,Michigan State,USA,2006,2,34,31,1.6,1.4,0.2,0.0,0.1159999999999999,0.146,0.161,0.452,0.08,2006-07,2006,0.1747537214826407
4560,4560,Patrick O'Bryant,GSW,21.0,213.36,112.944408,Bradley,USA,2006,1,9,16,1.9,1.3,0.6,5.1,0.074,0.13,0.174,0.3929999999999999,0.106,2006-07,2006,0.1935065267551638
4563,4563,Rajon Rondo,BOS,21.0,185.42,77.56423199999999,Kentucky,USA,2006,1,21,78,6.4,3.7,3.8,0.0,0.047,0.147,0.1639999999999999,0.472,0.26,2006-07,2006,0.31771649557859993
4565,4565,Randy Foye,MIN,23.0,193.04,96.615096,Villanova,USA,2006,1,7,82,10.1,2.7,2.8,0.0,0.031,0.108,0.228,0.536,0.216,2006-07,2006,0.3473175063932828
4568,4568,Rodney Carney,PHI,23.0,200.66,92.98636,Memphis,USA,2006,1,16,67,6.6,1.9,0.4,0.0,0.04,0.091,0.186,0.514,0.037,2006-07,2006,0.24165658458072162
4576,4576,Renaldo Balkman,NYK,22.0,203.2,94.347136,South Carolina,USA,2006,1,20,68,4.9,4.3,0.6,1.2,0.104,0.211,0.154,0.531,0.071,2006-07,2006,0.25939732951286776
4587,4587,PJ Tucker,TOR,22.0,195.58,102.0582,Texas,USA,2006,2,35,17,1.8,1.4,0.2,0.0,0.122,0.1939999999999999,0.1689999999999999,0.5329999999999999,0.061,2006-07,2006,0.19228772324030285
4598,4598,Maurice Ager,DAL,23.0,195.58,91.625584,Michigan State,USA,2006,1,28,32,2.2,0.7,0.2,0.0,0.005,0.107,0.214,0.408,0.065,2006-07,2006,0.1850206862585734
4649,4649,Tyrus Thomas,CHI,20.0,205.74,97.52228,Louisiana State,USA,2006,1,4,72,5.2,3.7,0.6,8.1,0.107,0.203,0.204,0.521,0.066,2006-07,2006,0.2914664084117684
4662,4662,Will Blalock,DET,23.0,182.88,92.98636,Iowa State,USA,2006,2,60,14,1.8,1.1,1.2,0.0,0.038,0.066,0.12,0.3829999999999999,0.193,2006-07,2006,0.16367612153787472
4672,4672,Ronnie Brewer,UTA,22.0,200.66,98.883056,Arkansas,USA,2006,1,14,56,4.6,1.3,0.4,0.0,0.064,0.072,0.166,0.5660000000000001,0.057,2006-07,2006,0.21864520919023922
4686,4686,Ryan Hollins,CHA,22.0,213.36,104.32616,UCLA,USA,2006,2,50,27,2.4,1.1,0.0,0.0,0.066,0.147,0.172,0.597,0.01,2006-07,2006,0.19963570716028545
4688,4688,Rudy Gay,MEM,20.0,205.74,99.79024,Connecticut,USA,2006,1,8,78,10.8,4.5,1.3,0.0,0.052,0.143,0.209,0.497,0.078,2006-07,2006,0.3331220936731085
4695,4695,Shannon Brown,CLE,21.0,193.04,92.98636,Michigan State,USA,2006,1,25,23,3.2,0.9,0.4,0.0,0.034,0.09,0.218,0.455,0.091,2006-07,2006,0.20800602099208135
4696,4696,Steve Novak,HOU,24.0,208.28,99.79024,Marquette,USA,2006,2,32,35,1.5,0.7,0.2,0.0,0.022,0.136,0.134,0.501,0.055,2006-07,2006,0.16034789525903226
4705,4705,Solomon Jones,ATL,22.0,208.28,104.32616,South Florida,USA,2006,2,33,58,3.3,2.3,0.2,0.0,0.091,0.163,0.128,0.5870000000000001,0.0279999999999999,2006-07,2006,0.20642330014873353
4707,4707,Shelden Williams,ATL,23.0,205.74,113.398,Duke,USA,2006,1,5,81,5.5,5.4,0.5,0.0,0.102,0.241,0.159,0.518,0.051,2006-07,2006,0.27394124913538054
4708,4708,Shawne Williams,IND,21.0,205.74,102.0582,Memphis,USA,2006,1,17,46,3.9,1.8,0.5,0.0,0.072,0.108,0.161,0.5329999999999999,0.068,2006-07,2006,0.2153800854269421
4720,4720,JJ Redick,ORL,23.0,193.04,86.18248,Duke,USA,2006,1,11,42,6.0,1.2,0.9,0.0,0.02,0.081,0.18,0.569,0.1,2006-07,2006,0.24368209863887605
4726,4726,Hilton Armstrong,NOK,22.0,210.82,106.59412,Connecticut,USA,2006,1,12,56,3.1,2.7,0.2,0.0,0.106,0.166,0.141,0.57,0.027,2006-07,2006,0.21351403124998403
4728,4728,Hassan Adams,NJN,23.0,193.04,99.79024,Arizona,USA,2006,2,54,61,2.9,1.3,0.2,2.6,0.089,0.095,0.1639999999999999,0.5770000000000001,0.043,2006-07,2006,0.2104053408073371
4746,4746,James White,SAS,24.0,200.66,90.7184,Cincinnati,USA,2006,2,31,6,8.3,3.3,0.8,0.0,0.025,0.148,0.183,0.525,0.065,2006-07,2006,0.28179100442109367
